Age,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition
49,Travel_Rarely,722,Research & Development,25,4,Life Sciences,1,1617,3,Female,84,3,1,Laboratory Technician,1,1,3211.0,22102,1,Y,No,14,3,4,80,1,10,3,2,9,6,1,4,No
39,Travel_Rarely,1387,Research & Development,10,5,Medical,1,1618,2,Male,76,3,2,Manufacturing Director,1,1,5377.0,3835,2,Y,No,13,3,4,80,3,10,3,3,7,7,7,7,No
27,Travel_Rarely,1302,Research & Development,19,3,Other,1,1619,4,Male,67,2,1,Laboratory Technician,1,3,4066.0,16290,1,Y,No,11,3,1,80,2,7,3,3,7,7,0,7,No
35,Travel_Rarely,819,Research & Development,18,5,Life Sciences,1,1621,2,Male,48,4,2,Research Scientist,1,1,5208.0,26312,1,Y,No,11,3,4,80,0,16,2,3,16,15,1,10,No
28,Travel_Rarely,580,Research & Development,27,3,Medical,1,1622,2,Female,39,1,2,Manufacturing Director,1,3,4877.0,20460,0,Y,No,21,4,2,80,1,6,5,2,5,3,0,0,No
21,Travel_Rarely,546,Research & Development,5,1,Medical,1,1623,3,Male,97,3,1,Research Scientist,4,2,3117.0,26009,1,Y,No,18,3,3,80,0,3,2,3,2,2,2,2,No
18,Travel_Frequently,544,Sales,3,2,Medical,1,1624,2,Female,70,3,1,Sales Representative,4,2,1569.0,18420,1,Y,Yes,12,3,3,80,0,0,2,4,0,0,0,0,Yes
47,Travel_Rarely,1176,Human Resources,26,4,Life Sciences,1,1625,4,Female,98,3,5,Manager,3,1,19658.0,5220,3,Y,No,11,3,3,80,1,27,2,3,5,2,1,0,No
39,Travel_Rarely,170,Research & Development,3,2,Medical,1,1627,3,Male,76,2,2,Laboratory Technician,3,3,3069.0,10302,0,Y,No,15,3,4,80,1,11,3,3,10,8,0,7,No
40,Travel_Rarely,884,Research & Development,15,3,Life Sciences,1,1628,1,Female,80,2,3,Manufacturing Director,3,1,10435.0,25800,1,Y,No,13,3,4,80,2,18,2,3,18,15,14,12,No
35,Non-Travel,208,Research & Development,8,4,Life Sciences,1,1630,3,Female,52,3,2,Healthcare Representative,3,1,4148.0,12250,1,Y,No,12,3,4,80,1,15,5,3,14,11,2,9,No
37,Travel_Rarely,671,Research & Development,19,3,Life Sciences,1,1631,3,Male,85,3,2,Manufacturing Director,3,1,5768.0,26493,3,Y,No,17,3,1,80,3,9,2,2,4,3,0,2,No
39,Travel_Frequently,711,Research & Development,4,3,Medical,1,1633,1,Female,81,3,2,Manufacturing Director,3,2,5042.0,3140,0,Y,No,13,3,4,80,0,10,2,1,9,2,3,8,No
45,Travel_Rarely,1329,Research & Development,2,2,Other,1,1635,4,Female,59,2,2,Manufacturing Director,4,3,5770.0,5388,1,Y,No,19,3,1,80,2,10,3,3,10,7,3,9,No
38,Travel_Rarely,397,Research & Development,2,2,Medical,1,1638,4,Female,54,2,3,Manufacturing Director,3,1,7756.0,14199,3,Y,Yes,19,3,4,80,1,10,6,4,5,4,0,2,No
35,Travel_Rarely,737,Sales,10,3,Medical,1,1639,4,Male,55,2,3,Sales Executive,1,1,10306.0,21530,9,Y,No,17,3,3,80,0,15,3,3,13,12,6,0,Yes
37,Travel_Rarely,1470,Research & Development,10,3,Medical,1,1640,2,Female,71,3,1,Research Scientist,2,1,3936.0,9953,1,Y,No,11,3,1,80,1,8,2,1,8,4,7,7,No
40,Travel_Rarely,448,Research & Development,16,3,Life Sciences,1,1641,3,Female,84,3,3,Manufacturing Director,4,2,7945.0,19948,6,Y,Yes,15,3,4,80,0,18,2,2,4,2,3,3,No
44,Travel_Frequently,602,Human Resources,1,5,Human Resources,1,1642,1,Male,37,3,2,Human Resources,4,1,5743.0,10503,4,Y,Yes,11,3,3,80,0,14,3,3,10,7,0,2,No
48,Travel_Frequently,365,Research & Development,4,5,Medical,1,1644,3,Male,89,2,4,Manager,4,1,15202.0,5602,2,Y,No,25,4,2,80,1,23,3,3,2,2,2,2,No
35,Travel_Rarely,763,Sales,15,2,Medical,1,1645,1,Male,59,1,2,Sales Executive,4,3,5440.0,22098,6,Y,Yes,14,3,4,80,2,7,2,2,2,2,2,2,Yes
24,Travel_Frequently,567,Research & Development,2,1,Technical Degree,1,1646,1,Female,32,3,1,Research Scientist,4,2,3760.0,17218,1,Y,Yes,13,3,3,80,0,6,2,3,6,3,1,3,No
27,Travel_Rarely,486,Research & Development,8,3,Medical,1,1647,2,Female,86,4,1,Research Scientist,3,1,3517.0,22490,7,Y,No,17,3,1,80,0,5,0,3,3,2,0,2,No
27,Travel_Frequently,591,Research & Development,2,3,Medical,1,1648,4,Male,87,3,1,Research Scientist,4,2,2580.0,6297,2,Y,No,13,3,3,80,0,6,0,2,4,2,1,2,No
40,Travel_Rarely,1329,Research & Development,7,3,Life Sciences,1,1649,1,Male,73,3,1,Laboratory Technician,1,2,2166.0,3339,3,Y,Yes,14,3,2,80,0,10,3,1,4,2,0,3,Yes
29,Travel_Rarely,469,Sales,10,3,Medical,1,1650,3,Male,42,2,2,Sales Executive,3,2,5869.0,23413,9,Y,No,11,3,3,80,0,8,2,3,5,2,1,4,No
36,Travel_Rarely,711,Research & Development,5,4,Life Sciences,1,1651,2,Female,42,3,3,Healthcare Representative,1,1,8008.0,22792,4,Y,No,12,3,3,80,2,9,6,3,3,2,0,2,No
25,Travel_Frequently,772,Research & Development,2,1,Life Sciences,1,1653,4,Male,77,4,2,Manufacturing Director,3,3,5206.0,4973,1,Y,No,17,3,3,80,2,7,6,3,7,7,0,7,No
39,Travel_Rarely,492,Research & Development,12,3,Medical,1,1654,4,Male,66,3,2,Manufacturing Director,2,1,5295.0,7693,4,Y,No,21,4,3,80,0,7,3,3,5,4,1,0,No
49,Travel_Rarely,301,Research & Development,22,4,Other,1,1655,1,Female,72,3,4,Research Director,2,1,16413.0,3498,3,Y,No,16,3,2,80,2,27,2,3,4,2,1,2,No
50,Travel_Rarely,813,Research & Development,17,5,Life Sciences,1,1656,4,Female,50,2,3,Research Director,1,3,13269.0,21981,5,Y,No,15,3,3,80,3,19,3,3,14,11,1,11,No
20,Travel_Rarely,1141,Sales,2,3,Medical,1,1657,3,Female,31,3,1,Sales Representative,3,2,2783.0,13251,1,Y,No,19,3,1,80,0,2,3,3,2,2,2,2,No
34,Travel_Rarely,1130,Research & Development,3,3,Life Sciences,1,1658,4,Female,66,3,2,Research Scientist,2,3,5433.0,19332,1,Y,No,12,3,3,80,1,11,2,3,11,8,7,9,No
36,Travel_Rarely,311,Research & Development,7,3,Life Sciences,1,1659,1,Male,77,3,1,Laboratory Technician,2,2,2013.0,10950,2,Y,No,11,3,3,80,0,15,4,3,4,3,1,3,No
49,Travel_Rarely,465,Research & Development,6,1,Life Sciences,1,1661,3,Female,41,2,4,Healthcare Representative,3,1,13966.0,11652,2,Y,Yes,19,3,2,80,1,30,3,3,15,11,2,12,No
36,Non-Travel,894,Research & Development,1,4,Medical,1,1662,4,Female,33,2,2,Manufacturing Director,3,1,4374.0,15411,0,Y,No,15,3,3,80,0,4,6,3,3,2,1,2,No
36,Travel_Rarely,1040,Research & Development,3,2,Life Sciences,1,1664,4,Male,79,4,2,Healthcare Representative,1,3,6842.0,26308,6,Y,No,20,4,1,80,1,13,3,3,5,4,0,4,No
54,Travel_Rarely,584,Research & Development,22,5,Medical,1,1665,2,Female,91,3,4,Manager,3,1,17426.0,18685,3,Y,No,25,4,3,80,1,36,6,3,10,8,4,7,No
43,Travel_Rarely,1291,Research & Development,15,2,Life Sciences,1,1666,3,Male,65,2,4,Research Director,3,1,17603.0,3525,1,Y,No,24,4,1,80,1,14,3,3,14,10,6,11,No
35,Travel_Frequently,880,Sales,12,4,Other,1,1667,4,Male,36,3,2,Sales Executive,4,2,4581.0,10414,3,Y,Yes,24,4,1,80,0,13,2,4,11,9,6,7,Yes
38,Travel_Frequently,1189,Research & Development,1,3,Life Sciences,1,1668,4,Male,90,3,2,Research Scientist,4,1,4735.0,9867,7,Y,No,15,3,4,80,2,19,4,4,13,11,2,9,No
29,Travel_Rarely,991,Sales,5,3,Medical,1,1669,1,Male,43,2,2,Sales Executive,2,3,4187.0,3356,1,Y,Yes,13,3,2,80,1,10,3,2,10,0,0,9,No
33,Travel_Rarely,392,Sales,2,4,Medical,1,1670,4,Male,93,3,2,Sales Executive,4,3,5505.0,3921,1,Y,No,14,3,3,80,2,6,5,3,6,2,0,4,No
32,Travel_Rarely,977,Research & Development,2,3,Medical,1,1671,4,Male,45,3,2,Research Scientist,2,3,5470.0,25518,0,Y,No,13,3,3,80,2,10,4,2,9,5,1,6,No
31,Travel_Rarely,1112,Sales,5,4,Life Sciences,1,1673,1,Female,67,3,2,Sales Executive,4,1,5476.0,22589,1,Y,No,11,3,1,80,2,10,2,3,10,0,0,2,No
49,Travel_Rarely,464,Research & Development,16,3,Medical,1,1674,4,Female,74,3,1,Laboratory Technician,1,3,2587.0,24941,4,Y,Yes,16,3,2,80,1,17,2,2,2,2,2,2,No
38,Travel_Frequently,148,Research & Development,2,3,Medical,1,1675,4,Female,42,2,1,Laboratory Technician,2,2,2440.0,23826,1,Y,No,22,4,2,80,0,4,3,3,4,3,3,3,No
47,Travel_Rarely,1225,Sales,2,4,Life Sciences,1,1676,2,Female,47,4,4,Manager,2,3,15972.0,21086,6,Y,No,14,3,3,80,3,29,2,3,3,2,1,2,No
49,Travel_Rarely,809,Research & Development,1,3,Life Sciences,1,1677,3,Male,36,3,4,Manager,3,2,15379.0,22384,4,Y,No,14,3,1,80,0,23,2,3,8,7,0,0,No
41,Travel_Rarely,1206,Sales,23,2,Life Sciences,1,1678,4,Male,80,3,3,Sales Executive,3,2,7082.0,11591,3,Y,Yes,16,3,4,80,0,21,2,3,2,0,0,2,No
20,Travel_Rarely,727,Sales,9,1,Life Sciences,1,1680,4,Male,54,3,1,Sales Representative,1,2,2728.0,21082,1,Y,No,11,3,1,80,0,2,3,3,2,2,0,2,No
33,Non-Travel,530,Sales,16,3,Life Sciences,1,1681,3,Female,36,3,2,Sales Executive,4,3,5368.0,16130,1,Y,Yes,25,4,3,80,1,7,2,3,6,5,1,2,No
36,Travel_Rarely,1351,Research & Development,26,4,Life Sciences,1,1682,1,Male,80,3,2,Healthcare Representative,3,1,5347.0,7419,6,Y,No,14,3,2,80,2,10,2,2,3,2,0,2,No
44,Travel_Rarely,528,Human Resources,1,3,Life Sciences,1,1683,3,Female,44,3,1,Human Resources,4,3,3195.0,4167,4,Y,Yes,18,3,1,80,3,8,2,3,2,2,2,2,No
23,Travel_Rarely,1320,Research & Development,8,1,Medical,1,1684,4,Male,93,2,1,Laboratory Technician,3,2,3989.0,20586,1,Y,Yes,11,3,1,80,0,5,2,3,5,4,1,2,Yes
38,Travel_Rarely,1495,Research & Development,4,2,Medical,1,1687,4,Female,87,3,1,Laboratory Technician,3,1,3306.0,26176,7,Y,No,19,3,4,80,1,7,5,2,0,0,0,0,No
53,Travel_Rarely,1395,Research & Development,24,4,Medical,1,1689,2,Male,48,4,3,Healthcare Representative,4,1,7005.0,3458,3,Y,No,15,3,3,80,0,11,2,3,4,3,1,2,No
48,Travel_Frequently,708,Sales,7,2,Medical,1,1691,4,Female,95,3,1,Sales Representative,3,1,2655.0,11740,2,Y,Yes,11,3,3,80,2,19,3,3,9,7,7,7,Yes
32,Travel_Rarely,1259,Research & Development,2,4,Life Sciences,1,1692,4,Male,95,3,1,Laboratory Technician,2,2,1393.0,24852,1,Y,No,12,3,1,80,0,1,2,3,1,0,0,0,Yes
26,Non-Travel,786,Research & Development,7,3,Medical,1,1693,4,Male,76,3,1,Laboratory Technician,4,2,2570.0,11925,1,Y,No,20,4,3,80,0,7,5,3,7,7,5,7,No
55,Travel_Rarely,1441,Research & Development,22,3,Technical Degree,1,1694,1,Male,94,2,1,Research Scientist,2,3,3537.0,23737,5,Y,No,12,3,4,80,1,8,1,3,4,2,1,2,No
34,Travel_Rarely,1157,Research & Development,5,2,Medical,1,1696,2,Male,57,2,2,Laboratory Technician,4,1,3986.0,11912,1,Y,No,14,3,3,80,1,15,3,4,15,10,4,13,No
60,Travel_Rarely,370,Research & Development,1,4,Medical,1,1697,3,Male,92,1,3,Healthcare Representative,4,3,10883.0,20467,3,Y,No,20,4,3,80,1,19,2,4,1,0,0,0,No
33,Travel_Rarely,267,Research & Development,21,3,Medical,1,1698,2,Male,79,4,1,Laboratory Technician,2,1,2028.0,13637,1,Y,No,18,3,4,80,3,14,6,3,14,11,2,13,No
37,Travel_Frequently,1278,Sales,1,4,Medical,1,1700,3,Male,31,1,2,Sales Executive,4,3,9525.0,7677,1,Y,No,14,3,3,80,2,6,2,2,6,3,1,3,No
34,Travel_Rarely,678,Research & Development,19,3,Life Sciences,1,1701,2,Female,35,2,1,Research Scientist,4,1,2929.0,20338,1,Y,No,12,3,2,80,0,10,3,3,10,9,8,7,No
23,Travel_Rarely,427,Sales,7,3,Life Sciences,1,1702,3,Male,99,3,1,Sales Representative,4,3,2275.0,25103,1,Y,Yes,21,4,2,80,1,3,2,3,3,2,0,2,Yes
44,Travel_Rarely,921,Research & Development,2,3,Life Sciences,1,1703,3,Female,96,4,3,Healthcare Representative,4,1,7879.0,14810,1,Y,Yes,19,3,2,80,1,9,2,3,8,7,6,7,No
35,Travel_Frequently,146,Research & Development,2,4,Medical,1,1704,1,Male,79,2,1,Research Scientist,4,2,4930.0,13970,0,Y,Yes,14,3,3,80,0,6,2,4,5,4,1,4,No
43,Travel_Rarely,1179,Sales,2,3,Medical,1,1706,4,Male,73,3,2,Sales Executive,4,1,7847.0,6069,1,Y,Yes,17,3,1,80,1,10,3,3,10,9,8,8,No
24,Travel_Rarely,581,Research & Development,9,3,Medical,1,1707,3,Male,62,4,1,Research Scientist,3,1,4401.0,17616,1,Y,No,16,3,4,80,1,5,1,3,5,3,0,4,No
41,Travel_Rarely,918,Sales,6,3,Marketing,1,1708,4,Male,35,3,3,Sales Executive,3,2,9241.0,15869,1,Y,No,12,3,2,80,0,10,3,3,10,8,8,7,No
29,Travel_Rarely,1082,Research & Development,9,4,Medical,1,1709,4,Female,43,3,1,Laboratory Technician,3,1,2974.0,25412,9,Y,No,17,3,3,80,1,9,2,3,5,3,1,2,No
36,Travel_Rarely,530,Sales,2,4,Life Sciences,1,1710,3,Female,51,3,2,Sales Representative,4,2,4502.0,7439,3,Y,No,15,3,3,80,0,17,2,2,13,7,6,7,No
45,Non-Travel,1238,Research & Development,1,1,Life Sciences,1,1712,3,Male,74,2,3,Healthcare Representative,3,1,10748.0,3395,3,Y,No,23,4,4,80,1,25,3,2,23,15,14,4,No
24,Travel_Rarely,240,Human Resources,22,1,Human Resources,1,1714,4,Male,58,1,1,Human Resources,3,1,1555.0,11585,1,Y,No,11,3,3,80,1,1,2,3,1,0,0,0,Yes
47,Travel_Frequently,1093,Sales,9,3,Life Sciences,1,1716,3,Male,82,1,4,Sales Executive,3,1,12936.0,24164,7,Y,No,11,3,3,80,0,25,3,1,23,5,14,10,Yes
26,Travel_Rarely,390,Research & Development,17,4,Medical,1,1718,4,Male,62,1,1,Laboratory Technician,3,1,2305.0,6217,1,Y,No,15,3,3,80,3,3,3,4,3,2,0,2,No
45,Travel_Rarely,1005,Research & Development,28,2,Technical Degree,1,1719,4,Female,48,2,4,Research Director,2,2,16704.0,17119,1,Y,No,11,3,3,80,0,21,2,3,21,6,8,6,No
32,Travel_Frequently,585,Research & Development,10,3,Life Sciences,1,1720,1,Male,56,3,1,Research Scientist,3,1,3433.0,17360,6,Y,No,13,3,1,80,1,10,3,2,5,2,1,3,No
31,Travel_Rarely,741,Research & Development,2,4,Life Sciences,1,1721,2,Male,69,3,1,Laboratory Technician,3,1,3477.0,18103,1,Y,No,14,3,4,80,1,6,2,4,5,2,0,3,No
41,Non-Travel,552,Human Resources,4,3,Human Resources,1,1722,3,Male,60,1,2,Human Resources,2,1,6430.0,20794,6,Y,No,19,3,2,80,1,10,4,3,3,2,1,2,No
40,Travel_Rarely,369,Research & Development,8,2,Life Sciences,1,1724,2,Female,92,3,2,Manufacturing Director,1,1,6516.0,5041,2,Y,Yes,16,3,2,80,1,18,3,3,1,0,0,0,No
24,Travel_Rarely,506,Research & Development,29,1,Medical,1,1725,2,Male,91,3,1,Laboratory Technician,1,3,3907.0,3622,1,Y,No,13,3,2,80,3,6,2,4,6,2,1,2,No
46,Travel_Rarely,717,Research & Development,13,4,Life Sciences,1,1727,3,Male,34,3,2,Healthcare Representative,2,2,5562.0,9697,6,Y,No,14,3,4,80,0,19,3,3,10,7,0,9,No
35,Travel_Rarely,1370,Research & Development,27,4,Life Sciences,1,1728,4,Male,49,3,2,Manufacturing Director,3,1,6883.0,5151,2,Y,No,16,3,2,80,1,17,3,3,7,7,0,7,No
30,Travel_Rarely,793,Research & Development,16,1,Life Sciences,1,1729,2,Male,33,3,1,Research Scientist,4,1,2862.0,3811,1,Y,No,12,3,2,80,1,10,2,2,10,0,0,8,No
47,Non-Travel,543,Sales,2,4,Marketing,1,1731,3,Male,87,3,2,Sales Executive,2,1,4978.0,3536,7,Y,No,11,3,4,80,1,4,3,1,1,0,0,0,No
46,Travel_Rarely,1277,Sales,2,3,Life Sciences,1,1732,3,Male,74,3,3,Sales Executive,4,3,10368.0,5596,4,Y,Yes,12,3,2,80,1,13,5,2,10,6,0,3,No
36,Travel_Rarely,1456,Sales,13,5,Marketing,1,1733,2,Male,96,2,2,Sales Executive,1,3,6134.0,8658,5,Y,Yes,13,3,2,80,3,16,3,3,2,2,2,2,Yes
32,Travel_Rarely,964,Sales,1,2,Life Sciences,1,1734,1,Male,34,1,2,Sales Executive,2,2,6735.0,12147,6,Y,No,15,3,2,80,0,10,2,3,0,0,0,0,Yes
23,Travel_Rarely,160,Research & Development,4,1,Medical,1,1735,3,Female,51,3,1,Laboratory Technician,2,2,3295.0,12862,1,Y,No,13,3,3,80,0,3,3,1,3,2,1,2,No
31,Travel_Frequently,163,Research & Development,24,1,Technical Degree,1,1736,4,Female,30,3,2,Manufacturing Director,4,2,5238.0,6670,2,Y,No,20,4,4,80,0,9,3,2,5,4,1,4,No
39,Non-Travel,792,Research & Development,1,3,Life Sciences,1,1737,4,Male,77,3,2,Laboratory Technician,4,1,6472.0,8989,1,Y,Yes,15,3,4,80,1,9,2,3,9,8,5,8,No
32,Travel_Rarely,371,Sales,19,3,Life Sciences,1,1739,4,Male,80,1,3,Sales Executive,3,1,9610.0,3840,3,Y,No,13,3,3,80,1,10,2,1,4,3,0,2,No
40,Travel_Rarely,611,Sales,7,4,Medical,1,1740,2,Male,88,3,5,Manager,2,2,19833.0,4349,1,Y,No,14,3,2,80,0,21,3,2,21,8,12,8,No
45,Travel_Rarely,176,Human Resources,4,3,Life Sciences,1,1744,3,Female,56,1,3,Human Resources,3,1,9756.0,6595,4,Y,No,21,4,3,80,2,9,2,4,5,0,0,3,No
30,Travel_Frequently,1312,Research & Development,2,4,Technical Degree,1,1745,4,Female,78,2,1,Research Scientist,1,2,4968.0,26427,0,Y,No,16,3,4,80,0,10,2,3,9,7,0,7,No
24,Travel_Frequently,897,Human Resources,10,3,Medical,1,1746,1,Male,59,3,1,Human Resources,4,1,2145.0,2097,0,Y,No,14,3,4,80,1,3,2,3,2,2,2,1,No
30,Travel_Frequently,600,Human Resources,8,3,Human Resources,1,1747,3,Female,66,2,1,Human Resources,4,3,2180.0,9732,6,Y,No,11,3,3,80,1,6,0,2,4,2,1,2,Yes
31,Travel_Rarely,1003,Sales,5,3,Technical Degree,1,1749,1,Male,51,3,2,Sales Executive,3,1,8346.0,20943,1,Y,No,19,3,3,80,1,6,3,3,5,2,0,2,No
27,Travel_Rarely,1054,Research & Development,8,3,Medical,1,1751,3,Female,67,3,1,Research Scientist,4,2,3445.0,6152,1,Y,No,11,3,3,80,0,6,5,2,6,2,1,4,No
29,Travel_Rarely,428,Sales,9,3,Marketing,1,1752,2,Female,52,1,1,Sales Representative,2,2,2760.0,14630,1,Y,No,13,3,3,80,0,2,3,3,2,2,2,2,Yes
29,Travel_Frequently,461,Research & Development,1,3,Life Sciences,1,1753,4,Male,70,4,2,Healthcare Representative,3,2,6294.0,23060,8,Y,Yes,12,3,4,80,0,10,5,4,3,2,0,2,No
30,Travel_Rarely,979,Sales,15,2,Marketing,1,1754,3,Male,94,2,3,Sales Executive,1,3,7140.0,3088,2,Y,No,11,3,1,80,1,12,2,3,7,7,1,7,No
34,Travel_Rarely,181,Research & Development,2,4,Medical,1,1755,4,Male,97,4,1,Research Scientist,4,1,2932.0,5586,0,Y,Yes,14,3,1,80,3,6,3,3,5,0,1,2,No
33,Non-Travel,1283,Sales,2,3,Marketing,1,1756,4,Female,62,3,2,Sales Executive,2,2,5147.0,10697,8,Y,No,15,3,4,80,0,13,2,2,11,7,1,7,No
49,Travel_Rarely,1313,Sales,11,4,Marketing,1,1757,4,Female,80,3,2,Sales Executive,4,2,4507.0,8191,3,Y,No,12,3,3,80,0,8,1,4,5,1,0,4,No
33,Travel_Rarely,211,Sales,16,3,Life Sciences,1,1758,1,Female,74,3,3,Sales Executive,1,2,8564.0,10092,2,Y,Yes,20,4,3,80,0,11,2,2,0,0,0,0,Yes
38,Travel_Frequently,594,Research & Development,2,2,Medical,1,1760,3,Female,75,2,1,Laboratory Technician,2,1,2468.0,15963,4,Y,No,14,3,2,80,1,9,4,2,6,1,0,5,No
31,Travel_Rarely,1079,Sales,16,4,Marketing,1,1761,1,Male,70,3,3,Sales Executive,3,1,8161.0,19002,2,Y,No,13,3,1,80,3,10,2,3,1,0,0,0,Yes
29,Travel_Rarely,590,Research & Development,4,3,Technical Degree,1,1762,4,Female,91,2,1,Research Scientist,1,3,2109.0,10007,1,Y,No,13,3,3,80,1,1,2,3,1,0,0,0,No
30,Travel_Rarely,305,Research & Development,16,3,Life Sciences,1,1763,3,Male,58,4,2,Healthcare Representative,3,1,5294.0,9128,3,Y,No,16,3,3,80,1,10,3,3,7,0,1,7,No
32,Non-Travel,953,Research & Development,5,4,Technical Degree,1,1764,2,Male,65,3,1,Research Scientist,2,2,2718.0,17674,2,Y,No,14,3,2,80,0,12,3,3,7,7,0,7,No
38,Travel_Rarely,833,Research & Development,18,3,Medical,1,1766,2,Male,60,1,2,Healthcare Representative,4,1,5811.0,24539,3,Y,Yes,16,3,3,80,1,15,2,3,1,0,1,0,No
43,Travel_Frequently,807,Research & Development,17,3,Technical Degree,1,1767,3,Male,38,2,1,Research Scientist,3,1,2941.976695978184,15587,9,Y,Yes,16,3,4,80,1,6,4,3,1,0,0,0,
42,Travel_Rarely,855,Research & Development,12,3,Medical,1,1768,2,Male,57,3,1,Laboratory Technician,2,3,2414.701627400867,8952,8,Y,No,22,4,2,80,3,7,6,2,5,3,0,4,
55,Travel_Rarely,478,Research & Development,2,3,Medical,1,1770,3,Male,60,2,5,Research Director,1,1,19519.766029872106,19805,8,Y,No,12,3,2,80,3,34,2,3,1,0,0,0,
33,Non-Travel,775,Research & Development,4,3,Technical Degree,1,1771,4,Male,90,3,2,Research Scientist,2,3,5687.741056175486,6194,5,Y,No,15,3,4,80,2,11,2,2,9,8,1,7,
41,Travel_Rarely,548,Research & Development,9,4,Life Sciences,1,1772,3,Male,94,3,1,Laboratory Technician,1,3,2216.7118322420856,20520,1,Y,No,20,4,2,80,2,5,2,3,5,3,0,4,
34,Non-Travel,1375,Sales,10,3,Life Sciences,1,1774,4,Male,87,3,2,Sales Executive,3,3,6159.7400991434115,12313,1,Y,Yes,14,3,3,80,1,15,3,3,15,14,0,7,
53,Non-Travel,661,Research & Development,1,4,Medical,1,1775,1,Female,60,2,4,Manufacturing Director,3,1,12029.113587055328,22308,4,Y,Yes,20,4,4,80,3,27,2,2,3,2,0,2,
43,Travel_Rarely,244,Human Resources,2,3,Life Sciences,1,1778,2,Male,97,3,1,Human Resources,4,2,2776.749175079148,5033,0,Y,No,13,3,2,80,0,10,5,3,9,7,1,8,
34,Travel_Rarely,511,Sales,3,2,Life Sciences,1,1779,4,Female,32,1,2,Sales Executive,4,2,5862.148479237413,25353,5,Y,No,12,3,1,80,0,6,3,3,2,2,2,2,
21,Travel_Rarely,337,Sales,7,1,Marketing,1,1780,2,Male,31,3,1,Sales Representative,2,2,2291.0820545651386,4567,1,Y,No,13,3,2,80,0,1,3,3,1,0,1,0,
38,Travel_Rarely,1153,Research & Development,6,2,Other,1,1782,4,Female,40,2,1,Laboratory Technician,3,1,2314.4116414300825,16376,1,Y,No,11,3,2,80,1,5,3,3,5,4,0,4,
22,Travel_Rarely,1294,Research & Development,8,1,Medical,1,1783,3,Female,79,3,1,Laboratory Technician,1,1,2490.262971086033,15999,1,Y,Yes,17,3,3,80,0,1,6,3,1,0,0,0,
31,Travel_Rarely,196,Sales,29,4,Marketing,1,1784,1,Female,91,2,2,Sales Executive,4,1,6000.047735612384,13402,1,Y,No,14,3,1,80,2,13,3,3,12,7,5,7,
51,Travel_Rarely,942,Research & Development,3,3,Technical Degree,1,1786,1,Female,53,3,3,Manager,3,1,13020.35615459956,22984,2,Y,No,11,3,4,80,0,15,2,3,2,2,2,2,
37,Travel_Rarely,589,Sales,9,2,Marketing,1,1787,2,Male,46,2,2,Sales Executive,2,1,5723.555198615885,8800,1,Y,No,14,3,1,80,2,5,2,3,5,2,0,3,
46,Travel_Rarely,734,Research & Development,2,4,Medical,1,1789,3,Male,46,3,5,Research Director,4,3,19213.658847579187,14218,7,Y,Yes,17,3,3,80,1,24,3,3,2,1,2,2,
36,Travel_Rarely,1383,Research & Development,10,3,Life Sciences,1,1790,4,Male,90,3,3,Healthcare Representative,1,1,9314.570847341623,25949,7,Y,Yes,13,3,4,80,1,15,1,3,12,8,5,7,
44,Travel_Frequently,429,Research & Development,1,2,Medical,1,1792,3,Male,99,3,1,Research Scientist,2,3,2647.087192684996,11092,1,Y,Yes,12,3,3,80,3,6,2,2,5,3,2,3,
37,Travel_Rarely,1239,Human Resources,8,2,Other,1,1794,3,Male,89,3,2,Human Resources,2,3,6207.652978761767,12832,2,Y,No,13,3,3,80,0,19,4,2,10,0,4,7,
35,Travel_Rarely,303,Sales,27,3,Life Sciences,1,1797,3,Male,84,3,2,Sales Executive,4,2,6052.583363636786,13492,1,Y,Yes,18,3,4,80,0,10,2,3,10,7,7,7,
33,Travel_Rarely,867,Research & Development,8,4,Life Sciences,1,1798,4,Male,90,4,1,Research Scientist,1,1,3248.149175744152,6076,6,Y,No,19,3,2,80,1,14,1,3,10,8,7,6,
28,Travel_Rarely,1181,Research & Development,1,3,Life Sciences,1,1799,3,Male,82,3,1,Research Scientist,4,1,2724.1796501275244,5531,1,Y,No,11,3,3,80,1,5,6,4,5,3,0,3,
39,Travel_Rarely,1253,Research & Development,10,1,Medical,1,1800,3,Male,65,3,3,Research Director,3,2,12957.224251034155,7914,7,Y,No,21,4,3,80,0,9,3,3,4,3,2,2,
46,Non-Travel,849,Sales,26,2,Life Sciences,1,1801,2,Male,98,2,2,Sales Executive,2,2,5629.071425146191,25166,8,Y,No,15,3,3,80,0,6,3,3,2,2,2,2,
40,Travel_Rarely,616,Research & Development,2,2,Life Sciences,1,1802,3,Female,99,3,1,Laboratory Technician,1,1,2490.744104880243,25605,4,Y,No,17,3,4,80,1,7,5,2,4,3,0,2,
